Company Name,Year,Advertising,Cash Flow from Operations,Current Assets,Current Liabilities,Earnings Before Tax,EBITDA,Inventories,Long Term Debt,Net Income,Net Property Plant & Equip,Operating Income,Research & Development,Selling General & Admin,Stockholders Equity,Total Assets,Total Liabilities,Total Revenue
3M Co,2019,348000000,7070000000,12971000000,9222000000,5712000000,7673000000,4134000000,17629000000,4570000000,9333000000,6060000000,1911000000,7029000000,10063000000,44659000000,34596000000,32136000000
Abbott Laboratories,2019,-,6136000000,15667000000,10863000000,4077000000,7667000000,4316000000,16661000000,3687000000,8038000000,4532000000,2440000000,9765000000,31088000000,67887000000,36799000000,31904000000
AbbVie Inc,2019,1100000000,13324000000,49519000000,15585000000,8426000000,11952000000,1813000000,62975000000,7882000000,2962000000,12983000000,6792000000,6942000000,-8172000000,89115000000,97287000000,33266000000
"ABIOMED, Inc.",2019,-,252197000,677197000,105998000,263360000,277260000,80942000,-,259016000,145005000,224812000,93503000,321550000,936890000,1054346000,117456000,769432000
Accenture plc,2019,85521000,6626953000,15450601000,11061896000,6251797000,6628048000,-,16247000,4779112000,1391166000,6305074000,799734000,7009614000,14409008000,29789880000,15380872000,43215013000
"Activision Blizzard, Inc.",2019,587000000,1831000000,7292000000,2915000000,1633000000,1993000000,32000000,2675000000,1503000000,253000000,1607000000,998000000,1658000000,12805000000,19845000000,7040000000,6489000000
Adobe Inc,2019,221100000,4421813000,6494925000,8190938000,3204741000,3641668000,-,988924000,2951458000,1293015000,3268121000,1930228000,4124984000,10530155000,20762400000,10232245000,11171297000
Advance Auto Parts Inc,2019,117300000,866909000,5695543000,4477702000,637746000,884344000,4432168000,747320000,486896000,1433213000,677180000,-,3577566000,3549081000,11248525000,7699444000,9709003000
Advanced Micro Devices Inc,2019,217000000,493000000,4597000000,2359000000,372000000,593000000,982000000,486000000,341000000,500000000,631000000,1547000000,750000000,2827000000,6028000000,3201000000,6731000000
AES Corp,2019,-,2466000000,5231000000,5096000000,1001000000,2710000000,487000000,18238000000,303000000,22574000000,1968000000,-,196000000,3884000000,33648000000,29764000000,10189000000
AFLAC Inc,2019,-,5455000000,-,-,4445000000,-,-,-,3304000000,581000000,-,-,-,28959000000,152768000000.00,123809000000.00,22307000000
"Agilent Technologies, Inc.",2019,36000000,1021000000,3189000000,2080000000,919000000,1068000000,679000000,1791000000,1071000000,850000000,941000000,404000000,1460000000,4748000000,9452000000,4704000000,5163000000
Air Products & Chemicals Inc,2019,-,2969900000,4618300000,1820900000,2074100000,3260800000,388300000,3227400000,1760000000,10337600000,2144400000,72900000,750000000,11053600000,18942800000,7889200000,8918900000
Akamai Technologies Inc,2019,-,1058304000,2231613000,693336000,532481000,988171000,-,1839791000,478035000,1152153000,548918000,261365000,1039976000,3657958000,7006886000,3348928000,2893617000
"Alaska Air Group, Inc.",2019,72000000,1722000000,2037000000,3201000000,1016000000,1460000000,72000000,1264000000,769000000,6902000000,1063000000,-,2846000000,4331000000,12993000000,8662000000,8781000000
Albemarle Corp.,2019,-,719374000,2225109000,1408996000,562950000,803945000,768984000,2862921000,533228000,4909473000,666123000,58287000,533368000,3932250000,9860863000,5928613000,3589427000
Alexandria Real Estate Equities Inc,2019,-,683857000,253380000,1446546000,393911000,1087713000,-,6777479000,363165000,197323000,372465000,-,108823000,8865826000,18390503000,9524677000,1531296000
Align Technology Inc,2019,119100000,747270000,1633419000,970970000,562651000,629169000,112051000,-,442776000,631730000,542493000,157361000,1072053000,1346169000,2500702000,1154533000,2406796000
Allegion Plc,2019,-,488200000,1001800000,507000000,475300000,576600000,269900000,1427600000,401800000,291400000,565100000,-,687200000,757400000,2967200000,2209800000,2854000000
Alliant Energy Corp,2019,-,660400000,875500000,2054100000,583100000,1423200000,227300000,5533000000,567400000,13086700000,777700000,-,0,5205100000,16700700000,11495600000,3647700000
Allstate Corp,2019,-,5129000000,-,-,6089000000,-,-,-,4847000000,1145000000,-,-,-,25998000000,119950000000.00,93952000000,44675000000
Alphabet Inc,2019,6800000000,54520000000,152578000000.00,45221000000,39625000000,49079000000,999000000,4554000000,34343000000,73646000000,34231000000,26018000000,28015000000,201442000000.00,275909000000.00,74467000000,161857000000.00
Altria Group Inc,2019,33000000,7837000000,4824000000,8174000000,-959000000,503000000,2293000000,27042000000,-1293000000,1999000000,10326000000,168000000,2226000000,6222000000,49271000000,43049000000,25110000000
Amazon.com Inc,2019,11000000000,38514000000,96334000000,87812000000,13976000000,29844000000,20497000000,23414000000,11588000000,72705000000,14541000000,-,100244000000.00,62060000000,225248000000.00,163188000000.00,280522000000.00
Amcor plc,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ameren Corp,2019,-,2170000000,1431000000,2505000000,1016000000,2464000000,494000000,8915000000,828000000,24376000000,1267000000,-,-,8059000000,28933000000,20874000000,5910000000
American Airlines Group Inc,2019,129000000,3815000000,8206000000,18311000000,2256000000,5542000000,1851000000,21454000000,1686000000,34995000000,3065000000,-,14211000000,-118000000,59995000000,60113000000,45768000000
American Electric Power Co Inc,2019,-,4270100000,4077800000,10299100000,1834800000,5647400000,1169200000,25126800000,1921100000,60138100000,2592300000,-,0,19675100000,75892300000,56217200000,15561400000
American Express Co.,2019,-,13632000000,-,-,8429000000,-,-,-,6759000000,4834000000,-,-,-,23071000000,198321000000.00,175250000000.00,47020000000
American International Group Inc,2019,-,-928000000,-,-,5287000000,-,-,-,3348000000,-,-,-,-,65675000000,525064000000.00,459389000000.00,49746000000
American Tower Corp (New),2019,-,3752600000,2553800000,5487700000,1916400000,3589300000,-,21127200000,1887800000,12084400000,2688400000,-,730400000,5055400000,42801600000,37746200000,7580300000
"American Water Works Co, Inc.",2019,-,1383000000,1285000000,2045000000,833000000,1723000000,44000000,8639000000,621000000,18232000000,1204000000,-,0,6121000000,22682000000,16561000000,3610000000
Ameriprise Financial Inc,2019,-,2341000000,11037000000,16515000000,2232000000,2593000000,-,4725000000,1893000000,-,2446000000,-,3287000000,5729000000,151828000000.00,146099000000.00,12967000000
AmerisourceBergen Corp.,2019,-,2344023000,28132054000,29581294000,967106000,1445977000,11060254000,4354398000,855365000,1770516000,1111923000,-,2993982000,2878917000,39171980000,36293063000,179589121000.00
AMETEK Inc,2019,-,1114422000,2025771000,1425858000,1069748000,1259629000,624567000,2271292000,861297000,548908000,1177380000,161900000,610280000,5115492000,9844559000,4729067000,5158557000
Amgen Inc,2019,-,9150000000,18440000000,12835000000,9138000000,10309000000,3584000000,26950000000,7842000000,4928000000,9674000000,4116000000,5150000000,9673000000,59707000000,50034000000,23362000000
Amphenol Corp.,2019,-,1502300000,4211200000,2132700000,1495900000,1853500000,1310100000,3203400000,1155000000,999000000,1619200000,234200000,971400000,4530300000,10815500000,6285200000,8225400000
Analog Devices Inc,2019,-,2253100000,1985126000,1508632000,1485728000,2515848000,609886000,5192252000,1363011000,1219989000,1710608000,1130348000,648094000,11709188000,21392641000,9683453000,5991065000
Ansys Inc.,2019,-,499936000,1555480000,695140000,522583000,536848000,-,423531000,451295000,83636000,515040000,298210000,521200000,3453379000,4838887000,1385508000,1515892000
Anthem Inc,2019,467000000,6061000000,39033000000,23617000000,5985000000,7744000000,-,17787000000,4807000000,3133000000,6731000000,-,13364000000,31728000000,77453000000,45725000000,104213000000.00
Aon plc (Ireland),2019,-,1835000000,16476000000,15571000000,1867000000,2730000000,-,6627000000,1532000000,621000000,2169000000,-,8280000000,3375000000,29405000000,26030000000,11013000000
APA Corp,2019,-,2867000000,1961000000,1855000000,-3008000000,59000000,502000000,8555000000,-3553000000,14158000000,-2546000000,-,406000000,3810000000,18107000000,14297000000,6411000000
Apple Inc,2019,-,69391000000,162819000000.00,105718000000.00,65737000000,76899000000,4106000000,91807000000,55256000000,37378000000,63930000000,16217000000,18245000000,90488000000,338516000000.00,248028000000.00,260174000000.00
"Applied Materials, Inc.",2019,-,3247000000,10206000000,4447000000,3269000000,3656000000,3474000000,4713000000,2706000000,1529000000,3350000000,2054000000,982000000,8214000000,19024000000,10810000000,14608000000
Aptiv PLC,2019,-,1624000000,5319000000,4054000000,1126000000,1848000000,1286000000,3971000000,990000000,3309000000,1276000000,-,1076000000,3819000000,13459000000,9640000000,14357000000
Archer Daniels Midland Co.,2019,-,-5452000000,21347000000,13734000000,1134000000,2171000000,9170000000,7672000000,1379000000,10106000000,1351000000,154000000,2493000000,19208000000,43997000000,24789000000,64656000000
Arista Networks Inc,2019,-,963034000,3471636000,597074000,862270000,894670000,243825000,-,859867000,39273000,805774000,462759000,275805000,2894686000,4185290000,1290604000,2410706000
Assurant Inc,2019,-,1413400000,-,-,554500000,-,-,-,382600000,433700000,-,-,-,5652800000,44291200000,38638400000,10086800000
AT&T Inc,2019,6121000000,48668000000,54761000000,68911000000,18462000000,47169000000,-,151309000000.00,13903000000,130128000000.00,27955000000,-,39422000000,184221000000.00,551669000000.00,367448000000.00,181193000000.00
Atmos Energy Corp.,2019,-,968769000,458031000,1209440000,650309000,1154382000,136054000,3529452000,511406000,11787669000,746058000,-,630308000,5750223000,13367619000,7617396000,2901848000
Autodesk Inc,2019,37500000,377100000,1620000000,2301200000,-42700000,86600000,-,2087700000,-80800000,149700000,-25000000,725000000,1524000000,-210900000,4729200000,4940100000,2569800000
Automatic Data Processing Inc.,2019,-,2688300000,34342300000,32627700000,3005600000,3218500000,-,2002200000,2292800000,764200000,3024400000,636300000,3064200000,5399900000,41887700000,36487800000,14175200000
"AutoZone, Inc.",2019,87500000,2128513000,5028685000,5512141000,2031333000,2594256000,4319113000,5206344000,1617221000,4398751000,2216137000,-,4148864000,-1713851000,9895913000,11609764000,11863743000
"AvalonBay Communities, Inc.",2019,-,1321804000,161838000,324320000,790454000,1655617000,-,7296290000,785974000,-,831307000,-,58042000,10989549000,19121051000,8131502000,2324626000
Avery Dennison Corp,2019,-,746500000,2340600000,2253800000,249500000,465600000,663000000,1499300000,303600000,1210700000,770500000,92600000,1080400000,1204000000,5488800000,4284800000,7070100000
Baker Hughes Company,2019,-,2126000000,15222000000,10014000000,753000000,2043000000,4608000000,6301000000,128000000,6240000000,1074000000,687000000,2832000000,21929000000,53369000000,31440000000,23838000000
Ball Corp,2019,-,1548000000,4884000000,5577000000,608000000,1423000000,1274000000,6337000000,566000000,4470000000,932000000,44000000,417000000,2949000000,17360000000,14411000000,11474000000
Bank of America Corp,2019,-,61777000000,-,-,32754000000,-,-,-,27430000000,10561000000,-,-,-,264810000000.00,2434079000000.00,2169269000000.00,113589000000.00
Bank of New York Mellon Corp,2019,-,96000000,-,-,5587000000,-,-,-,4441000000,3625000000,-,-,-,41483000000,381508000000.00,340025000000.00,20822000000
Bath & Body Works Inc,2019,476000000,1377000000,3260000000,1986000000,857000000,1832000000,1248000000,5739000000,644000000,2818000000,1336000000,-,3563000000,-869000000,8090000000,8959000000,13237000000
Baxter International Inc,2019,-,2104000000,7503000000,3230000000,970000000,1830000000,1653000000,4809000000,1001000000,4512000000,1772000000,595000000,2535000000,7882000000,18193000000,10311000000,11362000000
"Becton, Dickinson & Co",2019,-,3330000000,6664000000,5655000000,1176000000,4056000000,2579000000,18081000000,1233000000,5659000000,1760000000,1062000000,4332000000,21081000000,51765000000,30684000000,17290000000
Berkley (WR) Corp,2019,-,1143793000,-,-,852920000,-,-,-,681944000,422091000,-,-,-,6074939000,26643428000,20568489000,7902196000
Berkshire Hathaway Inc,2019,-,38687000000,-,-,101520000000.00,-,-,-,81417000000,159276000000.00,-,-,-,424791000000.00,817729000000.00,392938000000.00,254616000000.00
Best Buy Inc,2019,777000000,2408000000,8870000000,7513000000,1888000000,2731000000,5409000000,1332000000,1464000000,2510000000,1900000000,-,8015000000,3306000000,12901000000,9595000000,42879000000
Bio-Rad Laboratories Inc,2019,-,457897000,2180155000,905495000,2261081000,2388197000,554007000,13579000,1758675000,499339000,229661000,202710000,824625000,5755057000,8008859000,2253802000,2311659000
Bio-Techne Corp,2019,4100000,181619000,412607000,101985000,112015000,211322000,91050000,492660000,96072000,154039000,146719000,62413000,264359000,1165589000,1884410000,718821000,714006000
Biogen Inc,2019,79200000,7078600000,8381800000,4863800000,7125900000,7873800000,804200000,4459000000,5888500000,3247300000,7034200000,2280600000,2374700000,13343200000,27234300000,13891100000,14377900000
BlackRock Inc,2019,-,2884000000,8008000000,3224000000,5787000000,6269000000,-,4955000000,4476000000,715000000,5551000000,-,7913000000,33547000000,168622000000.00,135075000000.00,14539000000
Boeing Co. (The),2019,-,-2446000000,102229000000.00,97312000000,-2255000000,34000000,76622000000,19962000000,-636000000,12502000000,-2662000000,3219000000,3909000000,-8617000000,133625000000.00,142242000000.00,76559000000
Booking Holdings Inc,2019,-,4865000000,9833000000,5366000000,5958000000,6366000000,-,7640000000,4865000000,738000000,5345000000,-,8012000000,5933000000,21402000000,15469000000,15066000000
BorgWarner Inc,2019,-,1008000000,3836000000,2329000000,1233000000,1715000000,807000000,1674000000,746000000,2925000000,1126000000,413000000,873000000,4706000000,9702000000,4996000000,10168000000
Boston Properties Inc,2019,-,1181165000,1939401000,638282000,605407000,1698300000,-,12035848000,521534000,-,1045637000,-,151163000,5684687000,21284905000,15600218000,2960562000
Boston Scientific Corp.,2019,-,1836000000,4699000000,4866000000,687000000,1441000000,1579000000,8592000000,4700000000,2079000000,1517000000,1174000000,3941000000,13877000000,30565000000,16688000000,10735000000
Bristol Myers Squibb Co.,2019,633000000,8067000000,29354000000,18304000000,4975000000,7320000000,4293000000,43387000000,3439000000,6252000000,5913000000,6148000000,4871000000,51598000000,129944000000.00,78346000000,26145000000
Broadcom Inc (DE),2019,-,9697000000,9917000000,6899000000,2226000000,9380000000,874000000,32798000000,2724000000,2565000000,3444000000,4696000000,1709000000,24970000000,67493000000,42523000000,22597000000
Broadridge Financial Solutions Inc,2019,4100000,617000000,1042300000,802600000,607300000,802300000,-,1470400000,482100000,189000000,652800000,-,577500000,1127500000,3880700000,2753200000,4362200000
Brown & Brown Inc,2019,-,678180000,2494802000,2045361000,525929000,612989000,-,1500343000,398514000,148627000,579568000,-,1308165000,3350279000,7622821000,4272542000,2392171000
Brown-Forman Corp,2019,-,800000000,2719000000,703000000,1042000000,1194000000,1520000000,2290000000,835000000,816000000,1144000000,-,1037000000,1647000000,5139000000,3492000000,3324000000
Cadence Design Systems Inc,2019,8400000,729600000,1169343000,672391000,478968000,500416000,55802000,346019000,988979000,275855000,491796000,935938000,621479000,2102894000,3357225000,1254331000,2336319000
